#sampled,frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received,consumer_state_pushed,vit_consumer_pose_received,received_by_monado
7587498217994,7587498217994,36478041677616,36478042108413,36478042108494,36478042152546,36478042207790,36478043018949,36478047708825,36478047710949,36478048688600,36478049838063,36478051474038,36478051494135,36478051494296,36478051533940,36478051725829,36478052242778,36478054475890,36478054605704,36478054786383,36478055319221,36478055663376,36478055669748,36478055697920,36478055700565,36478059627532,36478059699086
7587531508194,7587531508194,36478074930428,36478075386944,36478075386994,36478075419324,36478075491469,36478076421692,36478081460932,36478081462525,36478082490260,36478083576134,36478085116911,36478085133802,36478085134293,36478085164880,36478085359615,36478085844733,36478087427910,36478087532066,36478087694321,36478088121689,36478088269005,36478088284785,36478088314621,36478088317807,36478093021148,36478093087011
7587564795894,7587564795894,36478108165507,36478108579433,36478108579473,36478108605752,36478108659302,36478109432671,36478114616301,36478114618005,36478115485600,36478116621848,36478118077876,36478118089708,36478118091251,36478118134502,36478118315000,36478118999232,36478120875846,36478121008044,36478121177983,36478121716542,36478121851074,36478121857015,36478121886170,36478121889005,36478126387522,36478126446012
7587598089194,7587598089194,36478141571707,36478142007142,36478142007223,36478142031488,36478142097472,36478142944298,36478148347890,36478148349994,36478149307949,36478150486106,36478151807281,36478151818021,36478151818231,36478151846334,36478152037382,36478152625153,36478154153696,36478154266346,36478154407518,36478154837177,36478154965016,36478154978562,36478155016062,36478155019108,36478159630747,36478159701699
7587631375594,7587631375594,36478174680860,36478175104834,36478175104884,36478175132957,36478175193590,36478176057999,36478181152914,36478181154887,36478182445365,36478183704664,36478185130555,36478185147387,36478185148198,36478185181831,36478185484879,36478185960841,36478187483643,36478187610982,36478187780418,36478188251361,36478188373340,36478188378159,36478188403536,36478188405841,36478192990078,36478193122687
7587664664494,7587664664494,36478208593458,36478209020368,36478209020448,36478209032891,36478209100257,36478209881951,36478215646570,36478215653253,36478216811733,36478217848315,36478219564209,36478219582924,36478219583315,36478219617679,36478220286743,36478220891576,36478222611909,36478222774933,36478222913444,36478223316769,36478223452162,36478223461660,36478223488841,36478223491145,36478226271183,36478226326236
7587697960494,7587697960494,36478241281392,36478241697702,36478241697762,36478241728038,36478241794723,36478242706602,36478248281455,36478248283659,36478249301947,36478250211030,36478251650456,36478251663450,36478251663931,36478251685872,36478251929689,36478252644648,36478254936920,36478255057475,36478255274310,36478255811090,36478255963485,36478255972963,36478255999944,36478256010524,36478259536248,36478259614314
7587731243894,7587731243894,36478274617209,36478275027117,36478275027177,36478275044259,36478275123628,36478276094487,36478281582868,36478281584792,36478282600765,36478283654098,36478285056205,36478285075431,36478285076332,36478285092583,36478285307315,36478285838641,36478287690030,36478287815825,36478287955465,36478288488204,36478288781623,36478288798725,36478288836606,36478288840624,36478292838112,36478292901651
7587764532594,7587764532594,36478307931086,36478308353036,36478308353086,36478308386138,36478308470687,36478309394537,36478314491054,36478314493128,36478315513670,36478316426189,36478317842964,36478317849486,36478317849646,36478317873030,36478317977445,36478318589813,36478320225226,36478320338868,36478320472970,36478320886455,36478321040213,36478321046835,36478321075930,36478321081440,36478326241346,36478326295708
7587797828294,7587797828294,36478341089160,36478341489580,36478341489631,36478341516571,36478341574500,36478342567910,36478348051563,36478348056693,36478348988448,36478350052601,36478351514881,36478351536581,36478351537233,36478351571156,36478351753568,36478352262441,36478353788009,36478353922241,36478354057317,36478354504141,36478354612253,36478354618425,36478354649042,36478354651446,36478359676660,36478359759676
7587831114594,7587831114594,36478375035522,36478375511624,36478375511754,36478375544175,36478375610539,36478376589723,36478382560178,36478382567391,36478383603572,36478384436893,36478386353584,36478386372389,36478386372649,36478386404930,36478386585147,36478387072372,36478388581980,36478388672991,36478388826367,36478389212579,36478389333185,36478389339678,36478389367379,36478389370585,36478392983634,36478393069725
7587864401194,7587864401194,36478407964387,36478408432514,36478408432574,36478408469233,36478408540997,36478409369068,36478414745650,36478414747624,36478415642991,36478416691565,36478418073354,36478418090546,36478418090877,36478418121214,36478418291923,36478418735443,36478419973263,36478420054594,36478420155264,36478420538071,36478420697199,36478420703140,36478420729299,36478420731834,36478426286529,36478426357172
7587897696994,7587897696994,36478441294303,36478441727214,36478441727274,36478441755668,36478441816762,36478442642068,36478448616831,36478448626779,36478449755784,36478450653025,36478452341588,36478452363459,36478452363680,36478452394678,36478452928297,36478453573107,36478456049705,36478456213128,36478456376395,36478456870893,36478456992370,36478457013951,36478457028508,36478457030923,36478459649127,36478459710352
7587930979394,7587930979394,36478474342993,36478474746218,36478474746269,36478474779260,36478474832580,36478475811083,36478481818707,36478481820921,36478482688076,36478483693229,36478485198970,36478485218316,36478485219067,36478485274140,36478485487059,36478485899703,36478487473261,36478487578218,36478487737808,36478488122867,36478488261156,36478488272627,36478488302123,36478488307272,36478492947825,36478493033255
7587964269794,7587964269794,36478508671130,36478509127434,36478509127555,36478509156459,36478509217233,36478509993066,36478516312735,36478516315249,36478517332114,36478518494792,36478520869240,36478520889198,36478520889548,36478520920787,36478521106966,36478521489009,36478523209833,36478523321623,36478523446777,36478523818014,36478524034560,36478524042765,36478524083622,36478524086327,36478526246002,36478526307147
7587997558294,7587997558294,36478541221426,36478541650520,36478541650580,36478541678462,36478541738554,36478542593656,36478548365659,36478548367933,36478549346146,36478550488686,36478552032949,36478552085908,36478552087150,36478552126033,36478552293597,36478553042821,36478555178491,36478555322339,36478555517427,36478555969002,36478556113403,36478556124834,36478556154971,36478556157465,36478559642734,36478559710471
7588030847194,7588030847194,36478574305211,36478574733694,36478574733744,36478574760604,36478574832409,36478575829837,36478582481347,36478582484594,36478583318516,36478584011594,36478585709976,36478585730264,36478585730514,36478585763666,36478585940918,36478586677408,36478588882049,36478589018416,36478589212869,36478589672398,36478589820386,36478589834252,36478589866071,36478589872143,36478593011473,36478593084530
7588064137894,7588064137894,36478607413813,36478607824873,36478607824923,36478607852605,36478607909552,36478608954309,36478615415322,36478615418578,36478616325347,36478617284474,36478618795534,36478618821263,36478618821713,36478618850067,36478618998064,36478619788733,36478622031765,36478622187287,36478622375270,36478622797782,36478622917796,36478622927144,36478622953794,36478622956269,36478626300543,36478626373971
7588097453094,7588097453094,36478641082444,36478641515535,36478641515596,36478641549529,36478641613208,36478642569349,36478649217744,36478649221220,36478650151243,36478651096353,36478652847283,36478652864866,36478652865137,36478652896315,36478653084467,36478653800008,36478655782239,36478655916821,36478656105075,36478656650928,36478656778147,36478656788266,36478656814755,36478656817009,36478659610683,36478659684682
7588130714794,7588130714794,36478674185486,36478674586838,36478674586888,36478674612766,36478674668571,36478675652103,36478682650303,36478682653098,36478683574193,36478684579877,36478686191456,36478686214449,36478686214830,36478686245177,36478686674301,36478687609121,36478690442420,36478690596809,36478690769912,36478691196131,36478691313521,36478691339280,36478691367352,36478691372011,36478692972449,36478693043021
7588164006194,7588164006194,36478707646348,36478708079279,36478708079619,36478708115466,36478708191499,36478709342214,36478715988615,36478715992733,36478716997665,36478718266041,36478720198101,36478720238025,36478720238536,36478720278020,36478720551813,36478721074623,36478722707623,36478722836504,36478722937223,36478723320750,36478723491089,36478723503623,36478723531465,36478723534330,36478726278972,36478726333905
7588197295294,7588197295294,36478741335297,36478741793665,36478741793795,36478741829482,36478741925422,36478742845245,36478748934161,36478748937237,36478749869063,36478750924209,36478752565534,36478752601281,36478752601492,36478752637399,36478752849065,36478753845422,36478756719475,36478756922986,36478757204733,36478757733185,36478757935834,36478757947536,36478757978023,36478757981380,36478759654514,36478759720287
7588230584694,7588230584694,36478774954144,36478775547115,36478775547255,36478775568465,36478775639338,36478776516892,36478784767618,36478784775102,36478786057264,36478787247023,36478789861721,36478789891627,36478789892278,36478789909791,36478790129853,36478791157078,36478794513736,36478794713729,36478795000897,36478795494603,36478795650114,36478795665543,36478795692644,36478795694978,36478808620301,36478808707925
7588263874194,7588263874194,36478808344093,36478808978111,36478808978292,36478809007917,36478809082226,36478810034239,36478817866972,36478817870619,36478819461650,36478821162115,36478823337090,36478823360443,36478823361004,36478823380661,36478823564776,36478824860561,36478828406413,36478828622837,36478828910644,36478829397222,36478829559516,36478829573352,36478829590113,36478829592508,36478842640541,36478842715751
7588297162094,7588297162094,36478842336761,36478843042433,36478843042574,36478843058293,36478843130969,36478844072112,36478852604666,36478852611569,36478854644898,36478856064467,36478858244481,36478858266472,36478858267224,36478858286249,36478858462620,36478859735024,36478863058589,36478863285423,36478863554999,36478864049075,36478864208253,36478864224173,36478864236536,36478864240013,36478876061347,36478876172536
7588330459494,7588330459494,36478875754052,36478876494238,36478876494649,36478876510629,36478876584026,36478877601342,36478886531701,36478886540277,36478888283573,36478889790035,36478892407328,36478892426153,36478892426604,36478892442955,36478892622030,36478893848768,36478896917076,36478897107620,36478897421808,36478897884558,36478898020784,36478898033538,36478898057573,36478898061049,36478907794503,36478907858793
7588363741294,7588363741294,36478907555184,36478908121706,36478908121866,36478908134720,36478908198249,36478909122360,36478916120910,36478916124828,36478917293717,36478918285946,36478920614498,36478920632752,36478920633013,36478920650445,36478921162254,36478922485674,36478925960945,36478926186419,36478926473056,36478926978239,36478927209012,36478927224811,36478927257312,36478927260167,36478941377173,36478941448246
